Easting_km	Northing_km	LOS_mm
413.220765	4266.915903	18.748349
416.332342	4263.54836	19.335967
419.432103	4263.516623	17.670102
416.305707	4266.632178	20.290779
422.379662	4247.704597	25.772981
425.485501	4247.67529	32.504693
422.417666	4251.649933	24.23434
425.521983	4251.620617	27.169179
428.591332	4247.647179	25.600445
431.697158	4247.620266	23.496948
428.626294	4251.592499	24.281165
431.730599	4251.565578	18.282279
422.4557	4255.595293	19.286783
425.558495	4255.565969	19.230109
422.493763	4259.540676	15.153371
425.595035	4259.511344	16.189784
428.661284	4255.537842	21.38537
431.764066	4255.510913	20.658247
428.696301	4259.483209	20.648763
431.79756	4259.456272	21.066628
434.802977	4247.594549	16.095096
437.90879	4247.570029	13.251269
434.834897	4251.539853	14.265984
437.93919	4251.515326	12.08451
441.014598	4247.546706	12.309644
444.120401	4247.524579	8.818593
441.043477	4251.491996	8.179967
444.147759	4251.469863	6.525669
434.866843	4255.485181	14.078172
437.969613	4255.460647	11.604508
434.898813	4259.430532	17.376669
438.000061	4259.405991	14.465908
441.072378	4255.43731	9.470494
444.175138	4255.41517	8.523799
441.101303	4259.382647	12.920835
444.202539	4259.360501	10.450782
422.531857	4263.486083	16.206311
425.631604	4263.456742	15.753092
428.729515	4263.426116	17.77314
431.793263	4263.240745	16.777441
434.884986	4262.960032	17.545022
437.974382	4262.679787	17.685942
441.059439	4262.400691	15.889637
447.226198	4247.503649	5.725062
450.331991	4247.483916	4.418326
447.252036	4251.448927	5.201139
450.356308	4251.429188	5.489069
453.43778	4247.46538	2.577761
456.543564	4247.448039	0.565382
453.460576	4251.410646	4.766594
456.564839	4251.393301	2.765779
447.277893	4255.394228	6.6672
450.380644	4255.374483	6.105763
447.303771	4259.339553	10.508251
450.404999	4259.319803	7.729977
453.48339	4255.355936	6.502997
456.586132	4255.338586	5.144899
453.489745	4259.272198	5.315023
456.566784	4259.032297	6.239183
459.649345	4247.431896	-0.965593
462.755122	4247.416949	0.849498
459.669099	4251.377153	1.59701
462.773356	4251.362201	2.633726
465.860895	4247.403199	-0.078248
465.877609	4251.348447	2.727636
459.68887	4255.322433	4.649091
462.791604	4255.307477	6.253132
459.659647	4258.755983	6.896376
462.749653	4258.480408	8.425727
465.894335	4255.293719	5.702441
468.461256	4255.387368	5.178277
