Easting_km	Northing_km	LOS_mm
407.156283	4221.601235	77.159122
406.772442	4222.098845	43.127965
407.161915	4222.094387	54.320157
406.19677	4222.845296	10.459456
406.778098	4222.591998	23.90423
407.167548	4222.58754	31.637996
406.783755	4223.085151	9.182114
407.173181	4223.080693	19.962037
407.545779	4221.596796	109.428734
407.935276	4221.592376	134.913415
407.551388	4222.089948	79.921909
407.940861	4222.085528	119.192719
408.324772	4221.587975	155.963033
408.714268	4221.583592	179.573506
408.330333	4222.081126	141.576245
408.719806	4222.076743	161.845371
407.556997	4222.583101	39.416142
407.946446	4222.57868	56.857105
407.562607	4223.076254	29.02947
407.952032	4223.071833	36.246553
408.335895	4222.574279	105.445959
408.725344	4222.569895	135.380819
408.341458	4223.067431	50.687164
408.730883	4223.063048	79.195336
409.279259	4219.851025	198.636025
410.058416	4219.842373	214.746684
409.29026	4220.837326	210.029542
410.069322	4220.828673	234.972268
410.837572	4219.833795	221.107215
411.616728	4219.825292	223.033682
410.848384	4220.820094	250.24426
411.627445	4220.81159	256.930172
409.103764	4221.579228	200.670302
409.49326	4221.574882	217.283189
409.109278	4222.072379	191.36256
409.49875	4222.068033	207.192212
409.882756	4221.570555	232.970819
410.272251	4221.566247	248.658687
409.888223	4222.063706	227.693647
410.277695	4222.059398	245.898068
409.114793	4222.565531	168.317378
409.504241	4222.561185	187.952757
409.120308	4223.058683	120.167203
409.509733	4223.054337	148.774534
409.89369	4222.556858	212.57481
410.283138	4222.552549	238.755614
409.899158	4223.05001	177.063614
410.288583	4223.045701	215.972513
410.859198	4221.806395	265.884817
411.638165	4221.797891	278.732061
410.672587	4222.548259	254.225492
411.062035	4222.543988	267.308474
410.678007	4223.041411	240.031362
411.067432	4223.03714	258.543015
411.648887	4222.784192	280.064106
406.010608	4223.587277	-12.964226
406.400011	4223.582782	-8.510302
406.016314	4224.080431	-28.981464
406.405692	4224.075936	-29.79834
406.789413	4223.578305	-22.450611
407.178815	4223.573847	-1.401604
406.795071	4224.071459	-27.886692
407.18445	4224.067	-19.95885
406.219545	4224.817913	-44.443786
406.998231	4224.808959	-49.68217
407.568217	4223.569407	1.744993
407.957619	4223.564986	6.689129
407.573828	4224.062561	-18.27031
407.963206	4224.05814	-18.158136
408.347021	4223.560584	14.836126
408.736422	4223.5562	26.933415
408.352584	4224.053737	-17.917346
408.741962	4224.049354	-15.191255
407.579439	4224.555715	-40.904067
407.968794	4224.551293	-40.528771
407.585051	4225.048869	-59.99469
407.974382	4225.044447	-61.219528
408.358148	4224.546891	-39.154507
408.747503	4224.542507	-40.116262
408.363713	4225.040045	-63.87651
408.753044	4225.035661	-57.093445
406.625904	4226.292892	-67.275904
408.182991	4226.275131	-84.701546
409.125824	4223.551836	46.579823
409.515225	4223.547489	95.444486
409.13134	4224.044989	-8.879037
409.520718	4224.040642	15.007887
409.904626	4223.543162	123.346895
410.294027	4223.538853	160.061538
409.910095	4224.036315	31.496767
410.299473	4224.032006	84.678009
409.136857	4224.538142	-36.354274
409.526211	4224.533795	-33.110566
409.142374	4225.031295	-57.616845
409.531705	4225.026949	-58.038469
409.915565	4224.529467	-30.644342
410.304919	4224.525158	-22.221737
409.921035	4225.022621	-55.321522
410.310365	4225.018311	-48.803028
410.683428	4223.534563	199.421361
411.072829	4223.530291	226.659805
410.68885	4224.027715	121.671714
411.078227	4224.023444	160.014674
411.46223	4223.526039	242.417246
411.85163	4223.521804	261.056542
411.467604	4224.019191	194.95675
411.856981	4224.014956	217.715725
410.694272	4224.520868	10.401847
411.083626	4224.516596	46.959616
410.699695	4225.014021	-32.409512
411.089025	4225.009749	-17.083123
411.472979	4224.512343	96.333101
411.862332	4224.508108	145.83683
411.478355	4225.005496	2.352287
411.867684	4225.001261	36.983225
409.345299	4225.768851	-90.035439
409.926505	4225.515774	-84.832013
410.315812	4225.511465	-79.741165
409.931977	4226.008928	-96.119806
410.321259	4226.004619	-95.800146
409.356313	4226.75516	-100.396037
410.134808	4226.746503	-103.36563
410.705118	4225.507174	-58.779847
411.094424	4225.502902	-48.94723
410.710542	4226.000328	-83.171941
411.099825	4225.996056	-73.643744
411.483731	4225.498649	-32.570072
411.873036	4225.494414	-19.038927
411.489107	4225.991802	-58.004651
411.878389	4225.987567	-47.170907
410.913302	4226.73792	-97.642735
411.494484	4226.484956	-81.732541
411.883743	4226.480721	-70.45088
411.499862	4226.97811	-94.505541
411.889097	4226.973874	-87.140732
412.395883	4219.816863	220.348805
413.175038	4219.808509	211.306661
412.209079	4220.558687	243.968368
412.598621	4220.554491	240.446091
412.214403	4221.051836	262.693226
412.603922	4221.04764	258.755565
412.988163	4220.550314	235.140085
413.377705	4220.546155	227.25907
412.99344	4221.043463	251.432151
413.382958	4221.039304	241.222933
413.954192	4219.80023	200.45957
414.733346	4219.792025	185.398608
413.964626	4220.786527	223.309577
414.743686	4220.778322	208.292514
412.811904	4222.278424	274.942309
413.975063	4221.772825	242.893994
414.754028	4221.764619	224.389315
413.985501	4222.759125	247.696429
414.764371	4222.750918	225.715756
415.5125	4219.783895	171.596527
416.291652	4219.77584	158.164203
415.522745	4220.770191	191.701382
416.301803	4220.762135	176.381841
416.873497	4219.523274	139.411703
417.263085	4219.519303	118.595317
416.878536	4220.016421	140.373662
417.268101	4220.012449	138.383165
417.652673	4219.51535	86.268872
418.04226	4219.511415	99.3146
417.657665	4220.008496	124.875873
418.047229	4220.004562	128.991067
417.080861	4220.754154	156.630412
417.859918	4220.746247	144.659191
415.532992	4221.756488	203.884661
416.311956	4221.748431	185.760364
415.543241	4222.742786	200.732574
416.32211	4222.734729	182.175845
417.090919	4221.740449	168.498069
417.869882	4221.732542	151.447177
416.903741	4222.482161	182.560295
417.293187	4222.478188	165.599942
416.908783	4222.97531	180.814177
417.298206	4222.971337	166.207328
417.879848	4222.718839	148.895383
412.241031	4223.517589	267.578334
412.630431	4223.513392	263.605118
412.246358	4224.010741	237.205729
412.635735	4224.006544	251.102537
413.217165	4223.753707	252.009332
412.251685	4224.503893	182.861984
412.641038	4224.499695	208.492681
412.257014	4224.997045	83.117932
412.646343	4224.992848	126.069784
413.030391	4224.495517	218.302429
413.419744	4224.491357	216.413379
413.035672	4224.988669	159.626871
413.425001	4224.984509	169.974729
413.798631	4223.500914	247.892022
414.188031	4223.496791	235.616893
413.803864	4223.994065	230.919078
414.19324	4223.989942	222.968847
414.774717	4223.737219	213.261545
413.809097	4224.487216	209.378138
414.198449	4224.483094	201.035261
413.81433	4224.980368	174.318239
414.203659	4224.976245	168.36828
414.587802	4224.47899	193.218738
414.977154	4224.474905	179.416865
414.592988	4224.972141	157.1199
414.982317	4224.968056	148.489863
412.262342	4225.490198	-0.273957
412.651648	4225.486	17.234199
412.267672	4225.983351	-33.705637
412.656954	4225.979153	-20.866556
413.040954	4225.481821	56.383777
413.430259	4225.477661	105.014592
413.046236	4225.974974	-8.555148
413.435517	4225.970814	10.589603
412.273001	4226.476504	-54.848686
412.66226	4226.472306	-43.57487
412.278332	4226.969658	-71.481004
412.667566	4226.96546	-57.835545
413.051518	4226.468127	-30.860361
413.440776	4226.463967	-20.944279
413.056801	4226.961281	-48.558973
413.446035	4226.95712	-40.880606
413.819564	4225.47352	117.396101
414.20887	4225.469397	115.146369
413.824799	4225.966672	46.941169
414.214081	4225.962549	63.246839
414.598175	4225.465293	111.464702
414.98748	4225.461207	109.608158
414.603362	4225.958445	66.210739
414.992643	4225.954359	67.714602
413.830034	4226.459825	-9.184846
414.219292	4226.455702	8.258816
413.83527	4226.952978	-32.358095
414.224504	4226.948855	-26.129546
414.60855	4226.451597	22.263914
414.997808	4226.447512	26.732944
414.613738	4226.94475	-18.26467
415.002972	4226.940664	-13.841772
415.553492	4223.729086	189.668924
416.332267	4223.721028	158.152103
415.366506	4224.470838	171.453118
415.755858	4224.46679	163.416415
415.371645	4224.963989	140.353635
415.760973	4224.959941	132.65565
416.14521	4224.462761	143.959478
416.534562	4224.458751	135.438368
416.150302	4224.955912	124.297991
416.53963	4224.951901	113.104247
417.111041	4223.713045	146.052778
417.692624	4223.460532	140.926778
418.082022	4223.456597	134.843409
417.69762	4223.953682	124.910325
418.086995	4223.949746	116.872504
416.923913	4224.454759	126.030758
417.313265	4224.450786	117.196172
416.928958	4224.947909	104.855523
417.318286	4224.943936	94.932109
417.702616	4224.446831	108.684354
418.091968	4224.442896	108.935058
417.707614	4224.939982	84.447145
418.096941	4224.936046	78.622326
415.376785	4225.457141	106.552422
415.766089	4225.453093	100.649327
415.381925	4225.950292	70.015371
415.771206	4225.946244	66.136017
416.155394	4225.449063	93.879804
416.544698	4225.445052	86.293295
416.160487	4225.942215	60.301557
416.549767	4225.938204	53.828627
415.387065	4226.443445	22.46237
415.776323	4226.439396	21.1097
415.392206	4226.936597	-7.856419
415.78144	4226.932549	-8.66131
416.16558	4226.435367	21.936856
416.554837	4226.431355	20.067997
416.170674	4226.928519	-10.144481
416.559907	4226.924508	-8.502519
416.934003	4225.44106	80.834731
417.323307	4225.437087	70.760451
416.939048	4225.934211	48.481807
417.328329	4225.930238	40.169664
417.712611	4225.433132	60.803182
418.101915	4225.429196	50.034098
417.717609	4225.926283	30.301165
418.10689	4225.922347	22.747204
416.944094	4226.427363	17.911501
417.333351	4226.423389	13.285713
416.94914	4226.920515	-9.268256
417.338374	4226.916541	-11.340681
417.722608	4226.419434	2.883929
418.111865	4226.415498	-2.161133
417.727607	4226.912586	-21.275509
418.11684	4226.908649	-23.653254
407.43821	4229.242913	-75.562939
410.551246	4229.207979	-92.58496
407.483259	4233.188186	-51.110353
409.805918	4232.175547	-68.061039
411.361865	4232.158375	-71.578398
409.827883	4234.148186	-50.941028
411.383451	4234.131011	-53.478181
412.480928	4227.707288	-86.100996
413.259326	4227.698929	-64.574473
412.491568	4228.693597	-87.785117
413.269871	4228.685238	-77.7293
414.037724	4227.690645	-52.579403
414.816121	4227.682435	-49.215458
414.048174	4228.676953	-69.577575
414.629306	4228.424211	-63.143633
415.018469	4228.420125	-67.677729
414.634497	4228.917365	-76.397717
415.023636	4228.913279	-100.003719
412.896613	4230.168875	-80.92019
414.452935	4230.152303	-81.370398
415.397348	4227.42975	-37.391901
415.786558	4227.425701	-30.347042
415.40249	4227.922903	-58.600217
415.791676	4227.918855	-62.446445
416.175768	4227.421671	-29.651772
416.564978	4227.41766	-28.29957
416.180863	4227.914824	-56.864057
416.570049	4227.910813	-53.246003
415.407632	4228.416057	-82.806252
415.796795	4228.412008	-83.001174
415.412775	4228.909211	-110.503644
415.801914	4228.905162	-93.315877
416.383081	4228.652546	-73.085457
416.954187	4227.413667	-31.963058
417.343397	4227.409693	-34.895189
416.959235	4227.90682	-52.079294
417.348421	4227.902846	-57.610147
417.929705	4227.650343	-47.791094
417.161382	4228.64456	-67.819253
417.939683	4228.636649	-63.322559
416.009255	4230.13603	-75.364187
417.565573	4230.120056	-66.413581
412.917811	4232.141502	-71.27808
414.473754	4232.124928	-67.23965
412.939017	4234.114135	-52.682936
414.494582	4234.097559	-50.330456
416.817794	4233.08694	-55.236243
419.023593	4220.241381	122.777358
420.5818	4220.226016	101.713136
419.043237	4222.213969	128.738612
420.601065	4222.198602	102.933787
422.928454	4221.189819	86.395383
418.668588	4223.697303	121.227339
419.250217	4223.444902	122.188926
419.639616	4223.441041	102.885231
419.255119	4223.938051	113.118172
419.644493	4223.93419	90.721786
418.481319	4224.438979	95.761612
418.87067	4224.43508	95.498659
418.486269	4224.932128	72.542302
418.875596	4224.92823	69.618225
419.260021	4224.4312	92.719838
419.649372	4224.427339	72.748393
419.264924	4224.92435	62.254399
419.654251	4224.920489	57.188354
420.226134	4223.681859	87.422416
421.004906	4223.67425	79.232931
420.23582	4224.668157	58.153991
421.014497	4224.660547	54.737106
418.491219	4225.425279	43.828063
418.880523	4225.42138	40.93048
418.49617	4225.918429	14.483207
418.88545	4225.91453	10.037857
419.269827	4225.4175	38.533099
419.65913	4225.413638	40.75608
419.27473	4225.91065	18.076455
419.66401	4225.906789	19.490892
418.698219	4226.656204	-15.856506
419.279634	4226.403801	-1.574578
419.66889	4226.399939	-2.517222
419.284538	4226.896952	-22.142455
419.673771	4226.89309	-22.340605
420.048433	4225.409796	39.928488
420.437737	4225.405972	33.457413
420.05329	4225.902946	20.247426
420.442569	4225.899122	20.163272
421.02409	4225.646845	22.241782
420.058146	4226.396096	-1.047469
420.447402	4226.392272	2.058625
420.063004	4226.889247	-20.818649
420.452236	4226.885422	-16.710699
421.033685	4226.633145	-7.666908
421.783677	4223.666715	74.337527
422.562448	4223.659254	73.444739
421.793174	4224.653011	52.575499
422.57185	4224.64555	53.057436
423.341219	4223.651868	73.067009
424.119989	4223.644557	71.180046
423.350526	4224.638164	53.706709
424.129202	4224.630852	53.822443
421.802672	4225.639309	22.61572
422.581254	4225.631848	25.722336
421.812173	4226.625609	-6.95776
422.59066	4226.618146	-4.177801
423.359836	4225.624461	27.691431
424.138417	4225.617148	29.997576
423.369147	4226.610759	0.014107
424.147633	4226.603446	3.459266
426.044479	4221.160879	71.610436
429.160496	4221.133133	60.181145
425.292678	4224.126877	61.463576
426.850122	4224.112703	58.169071
424.916997	4225.609911	31.444658
425.695577	4225.602748	33.644542
424.926119	4226.596208	6.677992
425.704605	4226.589045	10.143385
426.474157	4225.59566	37.581187
427.252736	4225.588646	40.459573
426.286229	4226.337147	24.222869
426.675483	4226.333621	31.625945
426.290708	4226.830296	8.635662
426.679938	4226.82677	13.862528
427.261574	4226.574942	25.799954
429.194882	4225.078293	48.850559
419.102215	4228.131769	-51.388327
420.658908	4228.116395	-43.646112
419.12189	4230.104381	-64.110219
420.678205	4230.089004	-60.541403
422.2156	4228.10132	-34.712039
423.772289	4228.086543	-27.61662
422.234517	4230.073927	-54.84676
423.790828	4230.059148	-49.755432
419.92929	4233.055582	-53.893797
423.040779	4233.02542	-49.469881
425.328977	4228.072065	-22.004336
426.492024	4227.568254	-5.584325
427.270414	4227.561239	5.3086
426.500961	4228.554553	-21.313976
427.279256	4228.547538	-11.340756
425.347138	4230.044668	-41.927379
426.903445	4230.030487	-31.15683
428.048804	4227.554299	13.427846
428.827193	4227.547434	21.994922
428.057551	4228.540597	-3.625262
428.835845	4228.533732	6.562204
429.999031	4228.030425	28.133154
428.459751	4230.016605	-11.785612
430.016055	4230.003021	9.613421
426.152261	4232.996454	-37.165008
429.263737	4232.968683	-14.193853
369.252117	4245.266964	-14.295549
394.042492	4247.065238	-11.917034
412.257622	4242.999462	-15.231159
421.542436	4238.958238	-26.443664
427.76085	4238.900279	-11.508595
421.619076	4246.848835	-11.648633
427.831415	4246.790841	-1.663883
412.605004	4256.321309	-5.450744
443.711342	4191.148617	-7.08925
467.602783	4192.110657	-16.201733
433.722302	4207.285922	21.257974
439.964869	4207.237649	14.571872
433.786382	4215.176076	39.666478
440.022913	4215.127773	31.210478
446.207413	4207.194147	-9.130642
452.449938	4207.155418	-22.029743
444.686909	4213.122144	20.830195
447.805913	4213.101577	2.362726
444.713689	4217.06722	28.921822
447.831183	4217.046646	19.448966
450.924912	4213.082203	-12.174627
454.043907	4213.064023	-24.814652
450.948672	4217.027267	9.227496
454.066156	4217.009081	1.038225
433.850565	4223.066325	42.086549
440.08105	4223.017992	23.390073
433.91485	4230.956667	12.722041
440.13928	4230.908305	5.89653
446.311513	4222.974437	27.335666
450.97245	4220.972354	20.315178
454.088423	4220.954162	2.990698
450.996248	4224.917464	17.220428
454.110708	4224.899267	-1.589951
446.363687	4230.864724	2.843766
452.588075	4230.825923	-2.268197
461.832144	4211.05128	-27.597463
474.311067	4211.002435	-29.910794
461.906099	4226.831557	-19.358927
437.119136	4242.767557	-4.798651
449.549749	4242.680316	-18.939912
468.567067	4246.571441	-32.982029
